The Book of Cookery Preparing Salubrious Foods and Delectable Dishes Extracted from Medical Books and Fold by Proficient Cooks and the Wise by Abu Muhammad al-Muzaffar Ibn Nasr Ibn Sayyar al-Warraq. ,"كتاب الطبيخ وإصلاح الأغذية المأكولات وطيبات الأطعمة المصنوعات مما استخرج من كتب الطب وألفاظ الطهاة وأهل اللب، تأليف أبي محمد المظفر بن نصر بن سيار الوراق."
,
"In the Name of Allah, the Compassionate, the Merciful",بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ
"I stand in need of your assistance, God All praise is due to Allah, the Powerful, the King, the Almighty, the Invisible, the Creator of day and night and the orbiting spheres, the Restorer of the land, the Bountiful.",(عونك يا ربّ)
,"الحمْدُ للّه الواحدِ القهّار، الملكِ الجبّار، المحتَجِب عن الأبصار، خالقِ اللَّيـل والنَّهار، والفَلَكِ الدَّوّار، المحْيي للبلاد، والدارِّ أرْزاق العِباد،"
He is detached from all opposites and exalted above female companions and sons.,"والمُنْفرِدِ عــن الأضداد، المتنزِّه عن الصّاحبةِ والأولاد."
"There is no power and strength but in God, the Sublime, the Mighty, the Forgiving, and the Merciful. May God bless the chosen and honest Muhammad, and bless his chosen nation. May peace be upon them all.","ولا حَوْلَ ولا قُوّة إلّا به، وهـو العـليّ العظيم، الغَفور الرَّحيم. وصلّى الله على محمدٍ أمينِه المُنتجَب وأمّته المنتجَبين، وسلّم عليهم أجْمعين."
"You asked of me, may God bestow longevity upon you, to write a book on dishes cooked for kings, caliphs, lords, and dignitaries, and here it is, may God bestow longevity upon you, an illustrious and fine collection of whatever benefits the body and fends ofT any harm that foods might induce.","سألتَ أطال الله بقاءك أنْ أؤلّفَ لك كتاباً أجمعُ لك فيه ألْواناً من الأطعمةِ المصْنوعةِ للمُلوك والخلفاء، والسّادةِ الرُّؤساء؛ وقد عملتُ لك أطال الله بقاءك كتاباً شريفاً، ومَجمْوعاً ظريفاً، مُشتمِلاً على منافعِ الأبْدان، ودافِعــاً لمضارِّ"
"It includes as well, all varieties of roasted [mashwiyya) and stewed (malbukha) meats that have been scald¬ed (masmuta) and skinned (maslukha)2 and cold dishes of poultry and river fish.","يجمعُ كلَّ الألْوان المشويّة، والمطبوخة من اللُّحوم المَسْموطة وجميع البَوارِد من الأطيار، والأسْماك من الأنهار،"
,
"I browsed, may God support you, through the books of the ancient philosophers and the eloquent physicians' accounts."," بعدَ أنْ تَصَفَّحتُ أيّدك الله كتبَ الفلاسفةِ القُدَماء، وحكاياتِ المُتكلّمين الحُكماء،"
,
They were written long ago and were just too many.," فوجَدْتُها بعيدةَ الأمَدِ، كثيرةَ العَدَد."
"Since I am certain you prefer brief and simple explanations to boring long-winded discourses, I have included only the most prevalent aspects of food, and have documented what has already been established as authentic cooking. ","وعلمتُ أنّ الكثيرَ من الخطاب يُضْجِرُك، وأن اليَسيرَ من الصِّفات يُقنعُك؛ فعمدتُ إلى الجمهور من خاصّة الأشياء فانتزعته، وإلى الصّحيح من الطَّبيخ فأثبتّه،"
,
"I also avoided overburdening the volume with too many peculiarities, my intention being to give meaningful and comprehensive descriptions, and steer away from redundancy.","وأْلغيتُ الإكثارِ من الخاصّيات، والإطنابَ في الصِّفات، بعــدَ الاسْتيفاء للمعنى المُشارِ إليه، والقَصْدِ المُعوَّل عليه."
,
This will save you the trouble of going through the books of ancient philosophers regarding restorative foods (ma’kulat muqawwiya) and making digestive drinks (mashrubat mulattifa).,"وأغْنيتُكَ عن النَّظرِ في الكُتُبِ المؤلَّفَةِ للقُدَماء من الفلاسفة في إصْلاح الأغذية من المأكولات المُقَوِّية، وعن النَّظَر في الكُتُبِ المصَنَّفة، وعَمَل الأشْربة الملطِّفة،"
,
